epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,accuracy_mAP50-95,is_final_epoch
168,1590.7,0.81564,0.30528,0.00424,0.52455,0.42857,0.51167,0.40437,0.23736,0.32867,0.00119,0.00017335,0.00017335,0.00017335,0.40437,0
169,1599.81,0.83631,0.43781,0.00427,0.49056,0.55256,0.62747,0.41731,0.23903,0.31986,0.00117,0.0001684,0.0001684,0.0001684,0.41731,0
170,1609.01,0.96109,0.55781,0.00519,0.50353,0.58049,0.648,0.42405,0.25038,0.31681,0.00122,0.00016345,0.00016345,0.00016345,0.42405,0
171,1618.41,0.93142,0.43383,0.00504,0.527,0.64085,0.648,0.42594,0.24886,0.30656,0.00123,0.0001585,0.0001585,0.0001585,0.42594,0
172,1627.85,0.89194,0.41393,0.00449,0.52505,0.63585,0.62349,0.41675,0.24127,0.30003,0.00118,0.00015355,0.00015355,0.00015355,0.41675,0
173,1637.16,0.88815,0.49335,0.00475,0.59711,0.57143,0.63778,0.42669,0.24102,0.28442,0.0012,0.0001486,0.0001486,0.0001486,0.42669,0
174,1646.35,0.76636,0.50834,0.00401,0.62682,0.57143,0.66478,0.47054,0.23535,0.27196,0.0012,0.00014365,0.00014365,0.00014365,0.47054,0
175,1655.58,0.84635,0.36838,0.00468,0.76653,0.57143,0.71739,0.52378,0.22563,0.26042,0.00124,0.0001387,0.0001387,0.0001387,0.52378,0
176,1664.92,0.83239,0.36349,0.00434,0.97952,0.57143,0.71739,0.52317,0.22668,0.25907,0.00124,0.00013375,0.00013375,0.00013375,0.52317,0
177,1674.1,0.89141,0.30007,0.00483,0.98282,0.57143,0.72278,0.51278,0.23805,0.25543,0.00124,0.0001288,0.0001288,0.0001288,0.51278,0
178,1683.36,0.93757,0.34568,0.00467,0.95456,0.57143,0.71739,0.49488,0.24897,0.25906,0.00124,0.00012385,0.00012385,0.00012385,0.49488,0
179,1692.59,0.87952,0.35832,0.00492,0.96433,0.57143,0.71739,0.51058,0.24874,0.25724,0.00125,0.0001189,0.0001189,0.0001189,0.51058,0
180,1701.81,0.96456,0.33716,0.00496,0.99555,0.57143,0.71739,0.51061,0.24424,0.2645,0.00116,0.00011395,0.00011395,0.00011395,0.51061,0
181,1711.02,0.79497,0.35975,0.00401,1,0.56335,0.71739,0.5238,0.24094,0.26358,0.00122,0.000109,0.000109,0.000109,0.5238,0
182,1720.46,0.85409,0.36276,0.00462,0.64036,0.57143,0.68739,0.5028,0.23052,0.26654,0.00121,0.00010405,0.00010405,0.00010405,0.5028,0
183,1729.63,0.99159,0.36092,0.00533,0.65443,0.57143,0.67528,0.49553,0.22406,0.26897,0.00121,9.91e-05,9.91e-05,9.91e-05,0.49553,0
184,1739.01,0.91615,0.32575,0.00486,0.66568,0.57143,0.58875,0.47425,0.2306,0.26751,0.00124,9.415e-05,9.415e-05,9.415e-05,0.47425,0
185,1748.3,0.89343,0.35594,0.00446,0.66477,0.57143,0.58875,0.47425,0.23246,0.26777,0.00124,8.92e-05,8.92e-05,8.92e-05,0.47425,0
186,1757.69,0.92307,0.34033,0.00465,0.70302,0.57143,0.68278,0.51506,0.22452,0.25962,0.00119,8.425e-05,8.425e-05,8.425e-05,0.51506,0
187,1766.85,0.74312,0.24812,0.00373,0.70939,0.57143,0.69278,0.50728,0.22394,0.25653,0.00117,7.93e-05,7.93e-05,7.93e-05,0.50728,0
188,1776.17,0.75105,0.38165,0.00388,1,0.55249,0.715,0.52583,0.2279,0.25235,0.00117,7.435e-05,7.435e-05,7.435e-05,0.52583,0
189,1785.42,0.72049,0.31945,0.00401,1,0.56598,0.715,0.5275,0.22761,0.24922,0.00117,6.94e-05,6.94e-05,6.94e-05,0.5275,0
190,1794.68,0.81672,0.32029,0.00445,0.99621,0.57143,0.715,0.5275,0.22993,0.24744,0.00117,6.445e-05,6.445e-05,6.445e-05,0.5275,0
191,1812.29,0.89873,0.32884,0.00458,0.97636,0.57143,0.715,0.52583,0.2345,0.24827,0.00118,5.95e-05,5.95e-05,5.95e-05,0.52583,0
192,1821.41,0.86632,0.37464,0.00421,0.96976,0.57143,0.70962,0.503,0.23664,0.24954,0.00119,5.455e-05,5.455e-05,5.455e-05,0.503,0
193,1830.78,0.82359,0.30676,0.00429,0.95819,0.57143,0.715,0.50605,0.24065,0.25906,0.00114,4.96e-05,4.96e-05,4.96e-05,0.50605,0
194,1840.09,0.76168,0.37422,0.00389,0.99091,0.57143,0.715,0.50653,0.23895,0.26246,0.00115,4.465e-05,4.465e-05,4.465e-05,0.50653,0
195,1849.59,0.77472,0.30148,0.00405,0.98262,0.57143,0.715,0.50653,0.23729,0.26159,0.00115,3.97e-05,3.97e-05,3.97e-05,0.50653,0
196,1858.87,0.8314,0.32884,0.00412,0.93063,0.57143,0.715,0.50653,0.23854,0.2635,0.00115,3.475e-05,3.475e-05,3.475e-05,0.50653,0
197,1868.41,0.71957,0.36422,0.00408,0.96885,0.57143,0.72278,0.51467,0.23523,0.25913,0.00115,2.98e-05,2.98e-05,2.98e-05,0.51467,0
198,1878.01,0.88438,0.53049,0.00466,0.96908,0.57143,0.72278,0.50878,0.23708,0.25974,0.00116,2.485e-05,2.485e-05,2.485e-05,0.50878,0
199,1887.45,0.69456,0.32737,0.00364,1,0.56115,0.72278,0.51603,0.23419,0.26186,0.00115,1.99e-05,1.99e-05,1.99e-05,0.51603,0
200,1896.78,0.71416,0.30893,0.00385,0.97955,0.57143,0.72278,0.50878,0.23253,0.25813,0.00115,1.495e-05,1.495e-05,1.495e-05,0.50878,1
