staff ID,frame,x,y,time
347,1239,509.3,720,00m 49s 520ms
347,1240,509.9,720,00m 49s 560ms
347,1241,508.1,720,00m 49s 600ms
347,1242,506,719,00m 49s 640ms
347,1243,502.8,714.1,00m 49s 680ms
347,1244,500.1,718.6,00m 49s 720ms
347,1245,494.8,715.3,00m 49s 760ms
347,1246,487,706.3,00m 49s 800ms
347,1247,478.9,693.9,00m 49s 840ms
347,1248,467.4,683.1,00m 49s 880ms
347,1249,451.8,674.7,00m 49s 920ms
347,1250,433.8,661.9,00m 49s 960ms
