epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,accuracy_mAP50-95,is_final_epoch
166,665.738,0.7357,0.26465,0.00383,0.95153,0.92659,0.96243,0.52233,1.64619,0.67871,0.00815,0.0004555,0.0004555,0.0004555,0.52233,0
167,669.882,0.71912,0.26623,0.00386,0.94829,0.92981,0.96041,0.51628,1.6644,0.68731,0.00828,0.0004522,0.0004522,0.0004522,0.51628,0
168,673.817,0.72485,0.26764,0.00377,0.93963,0.93531,0.95724,0.49021,1.75581,0.71335,0.00885,0.0004489,0.0004489,0.0004489,0.49021,0
169,677.891,0.73169,0.25953,0.00384,0.95129,0.9219,0.95444,0.4863,1.7936,0.70757,0.00908,0.0004456,0.0004456,0.0004456,0.4863,0
170,681.717,0.71514,0.26334,0.00374,0.95524,0.93284,0.958,0.50578,1.7182,0.69591,0.00865,0.0004423,0.0004423,0.0004423,0.50578,0
171,685.556,0.73108,0.25921,0.00381,0.95657,0.92406,0.95648,0.49576,1.74689,0.70674,0.00884,0.000439,0.000439,0.000439,0.49576,0
172,689.366,0.72697,0.26368,0.00375,0.95151,0.92633,0.95633,0.49237,1.76195,0.69568,0.00895,0.0004357,0.0004357,0.0004357,0.49237,0
173,693.2,0.72677,0.26729,0.00372,0.95817,0.92657,0.95627,0.48988,1.76146,0.69996,0.00892,0.0004324,0.0004324,0.0004324,0.48988,0
174,697.012,0.72934,0.26406,0.00376,0.95817,0.92308,0.95706,0.52221,1.64703,0.67726,0.00821,0.0004291,0.0004291,0.0004291,0.52221,0
175,700.834,0.7103,0.25789,0.00374,0.94048,0.93182,0.95362,0.50623,1.69958,0.67426,0.00852,0.0004258,0.0004258,0.0004258,0.50623,0
176,704.907,0.72164,0.25057,0.0038,0.93519,0.93345,0.95368,0.50851,1.69988,0.67151,0.00853,0.0004225,0.0004225,0.0004225,0.50851,0
177,708.809,0.70882,0.25598,0.00373,0.95167,0.92939,0.95575,0.51937,1.66417,0.66112,0.00831,0.0004192,0.0004192,0.0004192,0.51937,0
178,712.856,0.72044,0.25694,0.00375,0.95829,0.92378,0.95594,0.50717,1.70702,0.66917,0.00855,0.0004159,0.0004159,0.0004159,0.50717,0
179,716.755,0.7094,0.25548,0.00375,0.95319,0.92483,0.95819,0.47503,1.83501,0.71206,0.00931,0.0004126,0.0004126,0.0004126,0.47503,0
180,720.627,0.71247,0.25597,0.00369,0.93768,0.92071,0.95759,0.50277,1.73561,0.69753,0.00866,0.0004093,0.0004093,0.0004093,0.50277,0
181,724.558,0.72258,0.25827,0.00369,0.94762,0.91731,0.95802,0.51156,1.71017,0.689,0.00852,0.000406,0.000406,0.000406,0.51156,0
182,728.587,0.71125,0.2532,0.00373,0.93673,0.93706,0.95629,0.4761,1.80347,0.70772,0.00912,0.0004027,0.0004027,0.0004027,0.4761,0
183,732.72,0.7089,0.25191,0.00372,0.93913,0.93357,0.95538,0.48009,1.79515,0.70029,0.00909,0.0003994,0.0003994,0.0003994,0.48009,0
184,736.665,0.74544,0.25991,0.0039,0.93346,0.93191,0.95408,0.48897,1.76235,0.68309,0.00888,0.0003961,0.0003961,0.0003961,0.48897,0
185,740.521,0.75394,0.26429,0.00395,0.92797,0.92832,0.95714,0.48165,1.78768,0.71833,0.00901,0.0003928,0.0003928,0.0003928,0.48165,0
186,744.397,0.72918,0.25477,0.00385,0.93074,0.92657,0.9535,0.47077,1.83182,0.73325,0.00927,0.0003895,0.0003895,0.0003895,0.47077,0
187,748.282,0.72775,0.24975,0.00377,0.93916,0.93182,0.95216,0.47221,1.82677,0.73163,0.00926,0.0003862,0.0003862,0.0003862,0.47221,0
188,752.135,0.72474,0.25183,0.0038,0.93532,0.93536,0.9533,0.47869,1.8112,0.70617,0.0092,0.0003829,0.0003829,0.0003829,0.47869,0
189,755.978,0.72667,0.25661,0.00372,0.93841,0.93357,0.95259,0.47695,1.81131,0.69716,0.00922,0.0003796,0.0003796,0.0003796,0.47695,0
190,759.88,0.72194,0.25892,0.00374,0.93178,0.92308,0.95046,0.45941,1.88234,0.734,0.00963,0.0003763,0.0003763,0.0003763,0.45941,0
191,763.65,0.75428,0.25643,0.00384,0.95057,0.90771,0.95252,0.468,1.85976,0.723,0.00949,0.000373,0.000373,0.000373,0.468,0
192,767.442,0.69396,0.24272,0.00362,0.96111,0.90722,0.95268,0.50718,1.72097,0.68074,0.00861,0.0003697,0.0003697,0.0003697,0.50718,0
193,771.259,0.69682,0.25393,0.00366,0.95078,0.91185,0.95152,0.51494,1.69399,0.67878,0.00844,0.0003664,0.0003664,0.0003664,0.51494,0
194,775.038,0.70768,0.25425,0.00364,0.9577,0.91048,0.95702,0.50849,1.71119,0.70055,0.00854,0.0003631,0.0003631,0.0003631,0.50849,0
195,779.096,0.68539,0.24373,0.00356,0.95605,0.91276,0.95761,0.5051,1.71605,0.70487,0.0086,0.0003598,0.0003598,0.0003598,0.5051,0
196,782.98,0.69167,0.24811,0.0036,0.95819,0.92163,0.95745,0.4907,1.7575,0.7128,0.00887,0.0003565,0.0003565,0.0003565,0.4907,0
197,786.99,0.70622,0.25119,0.00366,0.96722,0.92308,0.95808,0.50055,1.73546,0.70583,0.00871,0.0003532,0.0003532,0.0003532,0.50055,0
198,790.722,0.69996,0.24938,0.00363,0.9697,0.91783,0.95821,0.51266,1.68686,0.69721,0.00841,0.0003499,0.0003499,0.0003499,0.51266,0
199,794.553,0.69609,0.24798,0.00361,0.9623,0.92483,0.95903,0.5289,1.64412,0.67267,0.00815,0.0003466,0.0003466,0.0003466,0.5289,0
200,798.368,0.68824,0.24144,0.00361,0.95732,0.92483,0.95624,0.50725,1.71218,0.67558,0.00857,0.0003433,0.0003433,0.0003433,0.50725,0
201,802.101,0.70314,0.24981,0.0036,0.96292,0.91958,0.95565,0.50314,1.71697,0.68733,0.0086,0.00034,0.00034,0.00034,0.50314,0
202,805.873,0.68121,0.24116,0.00353,0.95532,0.93182,0.95471,0.47795,1.81021,0.72004,0.00918,0.0003367,0.0003367,0.0003367,0.47795,0
203,809.715,0.72416,0.24529,0.00378,0.95753,0.93007,0.95474,0.47132,1.83555,0.7282,0.00935,0.0003334,0.0003334,0.0003334,0.47132,0
204,813.44,0.71321,0.25091,0.00371,0.95689,0.93125,0.95509,0.49754,1.74248,0.69895,0.00879,0.0003301,0.0003301,0.0003301,0.49754,0
205,817.139,0.69561,0.24483,0.00362,0.95927,0.93706,0.95526,0.50189,1.71471,0.68095,0.00862,0.0003268,0.0003268,0.0003268,0.50189,0
206,820.955,0.71159,0.24962,0.00368,0.95708,0.93007,0.95509,0.49371,1.754,0.67949,0.00885,0.0003235,0.0003235,0.0003235,0.49371,0
207,824.718,0.70281,0.24183,0.0037,0.95324,0.92133,0.95425,0.48608,1.77649,0.69675,0.00899,0.0003202,0.0003202,0.0003202,0.48608,0
208,828.556,0.69264,0.24298,0.00363,0.9491,0.92308,0.95409,0.48636,1.77825,0.70022,0.009,0.0003169,0.0003169,0.0003169,0.48636,0
209,832.429,0.69225,0.23886,0.00358,0.93731,0.93182,0.95449,0.49332,1.76056,0.68284,0.00893,0.0003136,0.0003136,0.0003136,0.49332,0
210,836.383,0.70708,0.24005,0.00362,0.94869,0.93881,0.95894,0.50539,1.72365,0.67377,0.00868,0.0003103,0.0003103,0.0003103,0.50539,0
211,840.443,0.69091,0.24278,0.0036,0.94569,0.94362,0.95903,0.51232,1.70543,0.66996,0.00857,0.000307,0.000307,0.000307,0.51232,0
212,844.295,0.69318,0.24297,0.0036,0.95688,0.93881,0.95964,0.50684,1.72722,0.67175,0.00867,0.0003037,0.0003037,0.0003037,0.50684,0
213,848.222,0.695,0.23592,0.00365,0.95559,0.94034,0.95598,0.50371,1.73903,0.66257,0.00876,0.0003004,0.0003004,0.0003004,0.50371,0
214,852.107,0.69708,0.24195,0.0036,0.95206,0.94755,0.95914,0.509,1.7095,0.64547,0.00859,0.0002971,0.0002971,0.0002971,0.509,0
215,855.997,0.69466,0.23554,0.00359,0.95532,0.93459,0.95859,0.5076,1.7027,0.65515,0.00856,0.0002938,0.0002938,0.0002938,0.5076,0
216,859.733,0.68684,0.23294,0.00355,0.95332,0.92835,0.95745,0.50761,1.70374,0.66287,0.00856,0.0002905,0.0002905,0.0002905,0.50761,0
217,863.402,0.68966,0.23646,0.0036,0.95544,0.92483,0.95386,0.49257,1.74393,0.69755,0.00881,0.0002872,0.0002872,0.0002872,0.49257,0
218,867.339,0.68074,0.23836,0.00351,0.94236,0.93706,0.95428,0.48406,1.77104,0.71618,0.00896,0.0002839,0.0002839,0.0002839,0.48406,0
219,871.161,0.67164,0.23532,0.00353,0.94788,0.93182,0.95384,0.4842,1.76316,0.71696,0.0089,0.0002806,0.0002806,0.0002806,0.4842,0
220,874.829,0.69152,0.23578,0.00354,0.94989,0.92785,0.95353,0.50297,1.70502,0.68626,0.00856,0.0002773,0.0002773,0.0002773,0.50297,0
221,878.506,0.66986,0.23659,0.0035,0.94478,0.92731,0.95335,0.50291,1.70301,0.68245,0.00855,0.000274,0.000274,0.000274,0.50291,0
222,882.213,0.67839,0.23153,0.00346,0.93186,0.93243,0.95243,0.48613,1.76345,0.6993,0.00893,0.0002707,0.0002707,0.0002707,0.48613,0
223,886.203,0.68237,0.2386,0.00351,0.93183,0.93201,0.9442,0.47908,1.79119,0.70412,0.00913,0.0002674,0.0002674,0.0002674,0.47908,0
224,890.066,0.67832,0.23161,0.00356,0.94455,0.93007,0.94461,0.49443,1.74253,0.68635,0.00882,0.0002641,0.0002641,0.0002641,0.49443,0
225,893.931,0.67403,0.23359,0.00345,0.9548,0.92321,0.95448,0.5104,1.68402,0.67348,0.00843,0.0002608,0.0002608,0.0002608,0.5104,0
226,897.779,0.68858,0.23406,0.00356,0.94446,0.92308,0.95078,0.50803,1.69245,0.67433,0.00847,0.0002575,0.0002575,0.0002575,0.50803,0
227,901.64,0.67156,0.22975,0.00348,0.95633,0.91886,0.95281,0.49283,1.73814,0.69332,0.00874,0.0002542,0.0002542,0.0002542,0.49283,0
228,905.566,0.67328,0.22558,0.00349,0.95605,0.92133,0.95333,0.4916,1.74975,0.69013,0.00881,0.0002509,0.0002509,0.0002509,0.4916,0
229,909.473,0.68163,0.23188,0.00354,0.95784,0.92483,0.95372,0.49508,1.74507,0.68061,0.0088,0.0002476,0.0002476,0.0002476,0.49508,0
230,913.305,0.70542,0.23564,0.00363,0.96565,0.91608,0.95437,0.49643,1.73437,0.67353,0.00875,0.0002443,0.0002443,0.0002443,0.49643,0
231,917.033,0.68436,0.2336,0.00354,0.95734,0.91783,0.95452,0.49467,1.73918,0.6758,0.00877,0.000241,0.000241,0.000241,0.49467,0
232,920.81,0.67585,0.22853,0.00353,0.95418,0.91783,0.95465,0.49413,1.72785,0.68583,0.00868,0.0002377,0.0002377,0.0002377,0.49413,0
233,924.557,0.67212,0.22958,0.00353,0.95479,0.91958,0.95499,0.49529,1.72451,0.68462,0.00864,0.0002344,0.0002344,0.0002344,0.49529,0
234,928.323,0.6765,0.23177,0.00352,0.95179,0.92483,0.95384,0.5042,1.68805,0.67286,0.0084,0.0002311,0.0002311,0.0002311,0.5042,0
235,932.289,0.67133,0.22417,0.00347,0.96101,0.92133,0.94857,0.5111,1.66764,0.6697,0.00827,0.0002278,0.0002278,0.0002278,0.5111,0
236,936.133,0.67355,0.22791,0.00348,0.96096,0.92308,0.94845,0.51114,1.67121,0.67294,0.0083,0.0002245,0.0002245,0.0002245,0.51114,0
237,940.185,0.66611,0.23025,0.00349,0.95748,0.92483,0.94837,0.49476,1.72351,0.69305,0.00862,0.0002212,0.0002212,0.0002212,0.49476,0
238,943.875,0.67549,0.23355,0.00349,0.96335,0.91897,0.94838,0.48671,1.75478,0.70204,0.00882,0.0002179,0.0002179,0.0002179,0.48671,0
239,947.737,0.67637,0.22478,0.00348,0.96624,0.91434,0.94828,0.48324,1.77315,0.7052,0.00896,0.0002146,0.0002146,0.0002146,0.48324,0
240,951.728,0.6669,0.22705,0.00346,0.96171,0.91608,0.94779,0.4935,1.73308,0.69226,0.00872,0.0002113,0.0002113,0.0002113,0.4935,0
241,955.514,0.66152,0.22183,0.00345,0.96825,0.91958,0.94902,0.49905,1.71207,0.68651,0.00858,0.000208,0.000208,0.000208,0.49905,0
242,959.354,0.66678,0.22854,0.0034,0.96214,0.92133,0.94905,0.50374,1.70008,0.68404,0.0085,0.0002047,0.0002047,0.0002047,0.50374,0
243,963.176,0.67654,0.22845,0.00345,0.95979,0.91805,0.94909,0.49879,1.70679,0.70462,0.00851,0.0002014,0.0002014,0.0002014,0.49879,0
244,967.075,0.66466,0.22089,0.00343,0.96303,0.9108,0.94789,0.496,1.72608,0.7084,0.00861,0.0001981,0.0001981,0.0001981,0.496,0
245,970.94,0.66503,0.22313,0.0034,0.96228,0.91084,0.94753,0.49453,1.72314,0.70909,0.00858,0.0001948,0.0001948,0.0001948,0.49453,0
246,974.811,0.65962,0.22531,0.00337,0.96639,0.91608,0.94858,0.49469,1.72392,0.70891,0.00859,0.0001915,0.0001915,0.0001915,0.49469,0
247,978.62,0.6482,0.21865,0.00334,0.95828,0.91608,0.94859,0.49254,1.72519,0.70958,0.0086,0.0001882,0.0001882,0.0001882,0.49254,0
248,982.399,0.6628,0.22356,0.00339,0.96326,0.91672,0.94876,0.49721,1.71058,0.70756,0.00852,0.0001849,0.0001849,0.0001849,0.49721,0
249,986.118,0.64287,0.22257,0.00334,0.96496,0.91478,0.94918,0.50083,1.6967,0.696,0.00846,0.0001816,0.0001816,0.0001816,0.50083,0
250,990.006,0.65424,0.22263,0.00341,0.94847,0.9332,0.94935,0.49931,1.704,0.69934,0.00851,0.0001783,0.0001783,0.0001783,0.49931,0
251,993.699,0.6669,0.21976,0.0034,0.95173,0.93063,0.9492,0.50202,1.69579,0.6989,0.00846,0.000175,0.000175,0.000175,0.50202,0
252,997.433,0.64846,0.21964,0.00336,0.96322,0.92308,0.94954,0.51048,1.66459,0.70109,0.00827,0.0001717,0.0001717,0.0001717,0.51048,0
253,1001.22,0.65594,0.2245,0.00337,0.96172,0.92133,0.94949,0.51159,1.66474,0.70474,0.00827,0.0001684,0.0001684,0.0001684,0.51159,0
254,1004.99,0.67132,0.22597,0.00344,0.95536,0.92308,0.94937,0.49705,1.70849,0.71914,0.00852,0.0001651,0.0001651,0.0001651,0.49705,0
255,1008.79,0.65545,0.22151,0.00343,0.94807,0.92556,0.94947,0.48297,1.76166,0.71721,0.00884,0.0001618,0.0001618,0.0001618,0.48297,0
256,1012.49,0.6627,0.22156,0.0034,0.94658,0.92944,0.95512,0.48344,1.76274,0.71536,0.00887,0.0001585,0.0001585,0.0001585,0.48344,0
257,1016.32,0.64893,0.21994,0.00336,0.95013,0.93531,0.94954,0.48822,1.74167,0.70113,0.00875,0.0001552,0.0001552,0.0001552,0.48822,0
258,1020.24,0.6641,0.21859,0.00338,0.95063,0.93357,0.9495,0.49385,1.72322,0.69851,0.00863,0.0001519,0.0001519,0.0001519,0.49385,0
259,1024.18,0.6528,0.22279,0.00334,0.94836,0.93105,0.95593,0.50283,1.70474,0.69437,0.00855,0.0001486,0.0001486,0.0001486,0.50283,0
260,1027.92,0.64696,0.21181,0.00334,0.95321,0.92604,0.95594,0.49369,1.74306,0.69581,0.00877,0.0001453,0.0001453,0.0001453,0.49369,0
261,1031.68,0.66553,0.21755,0.00337,0.96065,0.91783,0.94757,0.4865,1.76645,0.70075,0.00891,0.000142,0.000142,0.000142,0.4865,0
262,1035.45,0.64921,0.21684,0.00337,0.95626,0.9173,0.95342,0.48043,1.78113,0.69928,0.00901,0.0001387,0.0001387,0.0001387,0.48043,0
263,1039.28,0.64972,0.21499,0.00336,0.95485,0.92432,0.94691,0.48365,1.77413,0.69403,0.00896,0.0001354,0.0001354,0.0001354,0.48365,0
264,1043.12,0.65801,0.2171,0.00344,0.95816,0.92094,0.94655,0.49493,1.73875,0.67489,0.00874,0.0001321,0.0001321,0.0001321,0.49493,0
265,1046.91,0.65848,0.22271,0.00337,0.95974,0.92133,0.94644,0.50119,1.71055,0.66906,0.00856,0.0001288,0.0001288,0.0001288,0.50119,0
266,1050.62,0.65202,0.21419,0.00335,0.95998,0.92263,0.94681,0.50227,1.70892,0.66922,0.00856,0.0001255,0.0001255,0.0001255,0.50227,0
267,1054.47,0.65087,0.21639,0.00333,0.95302,0.92207,0.94632,0.49729,1.73551,0.68363,0.00873,0.0001222,0.0001222,0.0001222,0.49729,0
268,1058.37,0.66412,0.21899,0.00336,0.95175,0.92483,0.94681,0.49085,1.75646,0.69373,0.00886,0.0001189,0.0001189,0.0001189,0.49085,0
269,1062.27,0.64519,0.21165,0.0033,0.9577,0.92308,0.94934,0.48395,1.78435,0.70066,0.00904,0.0001156,0.0001156,0.0001156,0.48395,0
270,1066.14,0.63515,0.2145,0.00334,0.95654,0.92342,0.94905,0.4851,1.77688,0.69812,0.009,0.0001123,0.0001123,0.0001123,0.4851,0
271,1069.98,0.64645,0.21532,0.00332,0.94994,0.92133,0.94895,0.4892,1.76334,0.69349,0.00892,0.000109,0.000109,0.000109,0.4892,0
272,1073.86,0.647,0.21961,0.00337,0.95152,0.92654,0.94864,0.49969,1.71913,0.68889,0.00864,0.0001057,0.0001057,0.0001057,0.49969,0
273,1077.71,0.64637,0.2184,0.0033,0.9458,0.92832,0.94907,0.50013,1.70602,0.68542,0.00855,0.0001024,0.0001024,0.0001024,0.50013,0
274,1081.68,0.65493,0.22215,0.00331,0.95517,0.91783,0.94914,0.50339,1.69856,0.68248,0.00851,9.91e-05,9.91e-05,9.91e-05,0.50339,0
275,1085.62,0.64179,0.21692,0.00335,0.95465,0.91995,0.94885,0.5001,1.71256,0.68456,0.00859,9.58e-05,9.58e-05,9.58e-05,0.5001,0
276,1089.47,0.64082,0.21503,0.00333,0.95626,0.9172,0.94885,0.49659,1.72406,0.68791,0.00865,9.25e-05,9.25e-05,9.25e-05,0.49659,0
277,1093.34,0.64514,0.2161,0.0033,0.95622,0.9165,0.95506,0.49124,1.74467,0.6961,0.00879,8.92e-05,8.92e-05,8.92e-05,0.49124,0
278,1097.22,0.64983,0.21158,0.0033,0.95946,0.91783,0.94926,0.4888,1.75418,0.70079,0.00884,8.59e-05,8.59e-05,8.59e-05,0.4888,0
279,1100.91,0.63826,0.21625,0.00333,0.96334,0.9189,0.94928,0.48876,1.76198,0.68957,0.0089,8.26e-05,8.26e-05,8.26e-05,0.48876,0
280,1104.65,0.64628,0.21598,0.00332,0.96375,0.91958,0.94915,0.48985,1.74943,0.68547,0.00883,7.93e-05,7.93e-05,7.93e-05,0.48985,0
281,1108.37,0.6527,0.21847,0.00333,0.96001,0.9233,0.94898,0.49334,1.74466,0.68135,0.0088,7.6e-05,7.6e-05,7.6e-05,0.49334,0
282,1112.23,0.63193,0.2159,0.00329,0.95989,0.92046,0.94983,0.49389,1.74052,0.67935,0.00877,7.27e-05,7.27e-05,7.27e-05,0.49389,0
283,1116.05,0.63873,0.21343,0.00328,0.95601,0.92133,0.95008,0.4937,1.74019,0.67706,0.00877,6.94e-05,6.94e-05,6.94e-05,0.4937,0
284,1119.79,0.64006,0.21351,0.00327,0.94779,0.93007,0.94978,0.49361,1.74063,0.68382,0.00877,6.61e-05,6.61e-05,6.61e-05,0.49361,0
285,1123.48,0.64986,0.21802,0.0033,0.95304,0.92247,0.94967,0.49014,1.75239,0.68557,0.00883,6.28e-05,6.28e-05,6.28e-05,0.49014,0
286,1127.21,0.64078,0.21325,0.00336,0.95954,0.91958,0.9497,0.48807,1.76344,0.69016,0.00889,5.95e-05,5.95e-05,5.95e-05,0.48807,0
287,1131.08,0.64578,0.21182,0.00332,0.96582,0.91783,0.94986,0.48127,1.78088,0.7073,0.009,5.62e-05,5.62e-05,5.62e-05,0.48127,0
288,1134.9,0.63876,0.21348,0.00324,0.96512,0.91914,0.94991,0.47758,1.78886,0.70892,0.00905,5.29e-05,5.29e-05,5.29e-05,0.47758,0
289,1138.77,0.6457,0.21637,0.00335,0.96095,0.92133,0.95027,0.47828,1.79486,0.70921,0.00908,4.96e-05,4.96e-05,4.96e-05,0.47828,0
290,1142.64,0.63885,0.21514,0.0033,0.9654,0.91783,0.95019,0.48078,1.78525,0.70564,0.00903,4.63e-05,4.63e-05,4.63e-05,0.48078,0
291,1146.66,0.66416,0.22337,0.0034,0.96849,0.91958,0.95018,0.48386,1.77766,0.70231,0.00898,4.3e-05,4.3e-05,4.3e-05,0.48386,0
292,1150.46,0.64661,0.21455,0.00332,0.96652,0.91958,0.94982,0.48837,1.76127,0.6962,0.00887,3.97e-05,3.97e-05,3.97e-05,0.48837,0
293,1154.37,0.65359,0.22353,0.00332,0.9669,0.91608,0.95058,0.49133,1.74998,0.69358,0.0088,3.64e-05,3.64e-05,3.64e-05,0.49133,0
294,1158.08,0.63812,0.21779,0.00333,0.9632,0.92133,0.95033,0.49665,1.73344,0.69035,0.0087,3.31e-05,3.31e-05,3.31e-05,0.49665,0
295,1161.91,0.63862,0.2112,0.00327,0.96235,0.91783,0.95034,0.50026,1.71385,0.68593,0.00859,2.98e-05,2.98e-05,2.98e-05,0.50026,0
296,1165.64,0.64155,0.21756,0.00328,0.95814,0.92308,0.95008,0.50095,1.71145,0.68544,0.00857,2.65e-05,2.65e-05,2.65e-05,0.50095,0
297,1169.36,0.62852,0.21352,0.00319,0.95815,0.9206,0.94989,0.50104,1.70887,0.68664,0.00855,2.32e-05,2.32e-05,2.32e-05,0.50104,0
298,1173.1,0.63886,0.21162,0.00329,0.95689,0.92133,0.94981,0.50077,1.71005,0.6865,0.00856,1.99e-05,1.99e-05,1.99e-05,0.50077,0
299,1176.83,0.63029,0.21222,0.00325,0.95687,0.92133,0.94984,0.49879,1.71501,0.68834,0.0086,1.66e-05,1.66e-05,1.66e-05,0.49879,0
300,1180.56,0.62654,0.21173,0.00327,0.95993,0.92132,0.94992,0.49879,1.72156,0.68933,0.00863,1.33e-05,1.33e-05,1.33e-05,0.49879,1
